protid,Entry
AF-P56638-F1-model_v4,P56638
AF-P80245-F1-model_v4,P80245
AF-Q4QXT9-F1-model_v4,Q4QXT9
AF-B3EWW4-F1-model_v4,B3EWW4
AF-Q3SB07-F1-model_v4,Q3SB07
AF-P60178-F1-model_v4,P60178
AF-B6DD54-F1-model_v4,B6DD54
AF-P59084-F1-model_v4,P59084
AF-Q1I167-F1-model_v4,Q1I167
AF-P84507-F1-model_v4,P84507
AF-P0DMH4-F1-model_v4,P0DMH4
AF-P0DUK7-F1-model_v4,P0DUK7
AF-P60975-F1-model_v4,P60975
AF-D2Y1X7-F1-model_v4,D2Y1X7
AF-C0JB80-F1-model_v4,C0JB80
AF-P01463-F1-model_v4,P01463
AF-P58910-F1-model_v4,P58910
AF-P0DL30-F1-model_v4,P0DL30
AF-Q9IAY0-F1-model_v4,Q9IAY0
AF-Q9U6Z8-F1-model_v4,Q9U6Z8
AF-Q9I8W9-F1-model_v4,Q9I8W9
AF-A8Y7N4-F1-model_v4,A8Y7N4
AF-P0DUQ6-F1-model_v4,P0DUQ6
AF-Q86SE1-F1-model_v4,Q86SE1
AF-Q9W716-F1-model_v4,Q9W716
AF-P0C844-F1-model_v4,P0C844
AF-C0JAZ1-F1-model_v4,C0JAZ1
AF-Q2XXQ3-F1-model_v4,Q2XXQ3
AF-Q0N4U5-F1-model_v4,Q0N4U5
AF-Q9DEA2-F1-model_v4,Q9DEA2
AF-C8YJA0-F1-model_v4,C8YJA0
AF-L0PIN3-F1-model_v4,L0PIN3
AF-Q98962-F1-model_v4,Q98962
AF-Q7Z093-F1-model_v4,Q7Z093
AF-A5A3H3-F1-model_v4,A5A3H3
AF-P0C8X5-F1-model_v4,P0C8X5
AF-P0DN04-F1-model_v4,P0DN04
AF-P82418-F1-model_v4,P82418
AF-P10736-F1-model_v4,P10736
AF-P58490-F1-model_v4,P58490
AF-Q9BP91-F1-model_v4,Q9BP91
AF-B1P1G1-F1-model_v4,B1P1G1
AF-C8CK78-F1-model_v4,C8CK78
AF-D2Y2F0-F1-model_v4,D2Y2F0
AF-P07495-F1-model_v4,P07495
AF-A0A2P1BSS8-F1-model_v4,A0A2P1BSS8
AF-P0DMX3-F1-model_v4,P0DMX3
AF-P81458-F1-model_v4,P81458
AF-P00627-F1-model_v4,P00627
AF-A0A125S9E1-F1-model_v4,A0A125S9E1
AF-W5XCJ6-F1-model_v4,W5XCJ6
AF-Q95P69-F1-model_v4,Q95P69
AF-Q71RR1-F1-model_v4,Q71RR1
AF-Q9BPE7-F1-model_v4,Q9BPE7
AF-C0JB26-F1-model_v4,C0JB26
AF-P0DUA1-F1-model_v4,P0DUA1
AF-P0C5I9-F1-model_v4,P0C5I9
AF-P81897-F1-model_v4,P81897
AF-Q9PU97-F1-model_v4,Q9PU97
AF-B6DCQ1-F1-model_v4,B6DCQ1
AF-C7DQB7-F1-model_v4,C7DQB7
AF-Q86QV2-F1-model_v4,Q86QV2
AF-P82425-F1-model_v4,P82425
AF-Q9U654-F1-model_v4,Q9U654
AF-B6DCK0-F1-model_v4,B6DCK0
AF-Q5Y4X1-F1-model_v4,Q5Y4X1
AF-C7DQX6-F1-model_v4,C7DQX6
AF-D2Y200-F1-model_v4,D2Y200
AF-D9U298-F1-model_v4,D9U298
AF-C7T188-F1-model_v4,C7T188
AF-P69495-F1-model_v4,P69495
AF-P86114-F1-model_v4,P86114
AF-P25428-F1-model_v4,P25428
AF-Q8JI38-F1-model_v4,Q8JI38
AF-Q3HTN2-F1-model_v4,Q3HTN2
AF-C3VVN5-F1-model_v4,C3VVN5
AF-Q8AV98-F1-model_v4,Q8AV98
AF-B2ZBB8-F1-model_v4,B2ZBB8
AF-Q3SAF6-F1-model_v4,Q3SAF6
AF-G4WFQ2-F1-model_v4,G4WFQ2
AF-P25687-F1-model_v4,P25687
AF-A0A452CSQ9-F1-model_v4,A0A452CSQ9
AF-Q3YEE8-F1-model_v4,Q3YEE8
AF-P0DSJ0-F1-model_v4,P0DSJ0
AF-P30832-F1-model_v4,P30832
AF-C0HJJ7-F1-model_v4,C0HJJ7
AF-P18512-F1-model_v4,P18512
AF-P0CE28-F1-model_v4,P0CE28
AF-P69748-F1-model_v4,P69748
AF-B6DD13-F1-model_v4,B6DD13
AF-J3SDX8-F1-model_v4,J3SDX8
AF-P0C1X0-F1-model_v4,P0C1X0
AF-P0DJN1-F1-model_v4,P0DJN1
AF-A8QL49-F1-model_v4,A8QL49
AF-P0C2V0-F1-model_v4,P0C2V0
AF-P0CJ07-F1-model_v4,P0CJ07
AF-P0DQC2-F1-model_v4,P0DQC2
AF-P60244-F1-model_v4,P60244
AF-P70088-F1-model_v4,P70088
AF-Q9PSN0-F1-model_v4,Q9PSN0
AF-P30894-F1-model_v4,P30894
AF-A8CG89-F1-model_v4,A8CG89
AF-P0CD67-F1-model_v4,P0CD67
AF-P0DJ81-F1-model_v4,P0DJ81
AF-C0HJZ0-F1-model_v4,C0HJZ0
AF-Q5D230-F1-model_v4,Q5D230
AF-P69928-F1-model_v4,P69928
AF-P0DPT7-F1-model_v4,P0DPT7
AF-A8HDJ4-F1-model_v4,A8HDJ4
AF-P0CAS7-F1-model_v4,P0CAS7
AF-C0JAV1-F1-model_v4,C0JAV1
AF-D2Y266-F1-model_v4,D2Y266
AF-B6DCM6-F1-model_v4,B6DCM6
AF-R4ZCU1-F1-model_v4,R4ZCU1
AF-Q45Z42-F1-model_v4,Q45Z42
AF-W4VRW4-F1-model_v4,W4VRW4
AF-P0DM24-F1-model_v4,P0DM24
AF-P0DTY9-F1-model_v4,P0DTY9
AF-P86423-F1-model_v4,P86423
AF-P83915-F1-model_v4,P83915
AF-Q9BP51-F1-model_v4,Q9BP51
AF-Q9UAD0-F1-model_v4,Q9UAD0
AF-P58804-F1-model_v4,P58804
AF-B6DCW7-F1-model_v4,B6DCW7
AF-P20249-F1-model_v4,P20249
AF-P31328-F1-model_v4,P31328
AF-P0DMD4-F1-model_v4,P0DMD4
AF-P0C6R5-F1-model_v4,P0C6R5
AF-Q9PUI1-F1-model_v4,Q9PUI1
AF-C0HLG0-F1-model_v4,C0HLG0
AF-Q5K0C2-F1-model_v4,Q5K0C2
AF-C0JB40-F1-model_v4,C0JB40
AF-Q9BPC1-F1-model_v4,Q9BPC1
AF-B1P1A7-F1-model_v4,B1P1A7
AF-P0C5F4-F1-model_v4,P0C5F4
AF-Q9DF52-F1-model_v4,Q9DF52
AF-A7ISW1-F1-model_v4,A7ISW1
AF-D2DGD7-F1-model_v4,D2DGD7
AF-B4XSZ9-F1-model_v4,B4XSZ9
AF-P0DN62-F1-model_v4,P0DN62
AF-P60773-F1-model_v4,P60773
AF-A6MFL6-F1-model_v4,A6MFL6
AF-B0FXM3-F1-model_v4,B0FXM3
AF-P28881-F1-model_v4,P28881
AF-P0DM19-F1-model_v4,P0DM19
AF-A7X4S0-F1-model_v4,A7X4S0
AF-Q9I845-F1-model_v4,Q9I845
AF-P0DTZ4-F1-model_v4,P0DTZ4
AF-P0C8W8-F1-model_v4,P0C8W8
AF-Q2I2Q2-F1-model_v4,Q2I2Q2
AF-Q71QJ0-F1-model_v4,Q71QJ0
AF-P0DMT3-F1-model_v4,P0DMT3
AF-C1IBZ2-F1-model_v4,C1IBZ2
AF-D6C4J6-F1-model_v4,D6C4J6
AF-Q6EER6-F1-model_v4,Q6EER6
AF-O12962-F1-model_v4,O12962
AF-P56207-F1-model_v4,P56207
AF-Q9BPI7-F1-model_v4,Q9BPI7
AF-P01405-F1-model_v4,P01405
AF-P0CY63-F1-model_v4,P0CY63
AF-B3FIS1-F1-model_v4,B3FIS1
AF-P0DL56-F1-model_v4,P0DL56
AF-Q9UA86-F1-model_v4,Q9UA86
AF-P04567-F1-model_v4,P04567
AF-D2Y2P1-F1-model_v4,D2Y2P1
AF-B4XSY4-F1-model_v4,B4XSY4
AF-Q9TVQ6-F1-model_v4,Q9TVQ6
AF-P49269-F1-model_v4,P49269
AF-P59171-F1-model_v4,P59171
AF-C5ILC5-F1-model_v4,C5ILC5
AF-P0DKL8-F1-model_v4,P0DKL8
AF-Q6X5S6-F1-model_v4,Q6X5S6
AF-D2Y4A1-F1-model_v4,D2Y4A1
AF-A0A679PF76-F1-model_v4,A0A679PF76
AF-Q4VM07-F1-model_v4,Q4VM07
AF-Q7YZS9-F1-model_v4,Q7YZS9
AF-P0CH55-F1-model_v4,P0CH55
AF-A0A2Z5Z9H5-F1-model_v4,A0A2Z5Z9H5
AF-P68418-F1-model_v4,P68418
AF-M9PQ91-F1-model_v4,M9PQ91
AF-O77091-F1-model_v4,O77091
AF-P0CI81-F1-model_v4,P0CI81
AF-Q7YWA8-F1-model_v4,Q7YWA8
AF-P0DQE4-F1-model_v4,P0DQE4
AF-P0C2P6-F1-model_v4,P0C2P6
AF-A0A0A1I6N9-F1-model_v4,A0A0A1I6N9
AF-E3P6P3-F1-model_v4,E3P6P3
AF-C1KIZ3-F1-model_v4,C1KIZ3
AF-C0HKB8-F1-model_v4,C0HKB8
AF-Q6H3D1-F1-model_v4,Q6H3D1
AF-C0HK75-F1-model_v4,C0HK75
AF-P0DJ41-F1-model_v4,P0DJ41
AF-P83224-F1-model_v4,P83224
AF-P0DSL6-F1-model_v4,P0DSL6
AF-P68425-F1-model_v4,P68425
AF-D2YW39-F1-model_v4,D2YW39
AF-Q27042-F1-model_v4,Q27042
AF-P24778-F1-model_v4,P24778
AF-P0DKU4-F1-model_v4,P0DKU4
AF-I7GQA7-F1-model_v4,I7GQA7
AF-E7CLN7-F1-model_v4,E7CLN7
AF-P85040-F1-model_v4,P85040
AF-P0DQF9-F1-model_v4,P0DQF9
AF-P0C1N1-F1-model_v4,P0C1N1
AF-B3EWV8-F1-model_v4,B3EWV8
AF-P0DQO2-F1-model_v4,P0DQO2
AF-B2KKV6-F1-model_v4,B2KKV6
AF-P0CE73-F1-model_v4,P0CE73
AF-P60164-F1-model_v4,P60164
AF-P0DP46-F1-model_v4,P0DP46
AF-Q68PG7-F1-model_v4,Q68PG7
AF-B6DD48-F1-model_v4,B6DD48
AF-B1P1E0-F1-model_v4,B1P1E0
AF-Q9PW19-F1-model_v4,Q9PW19
AF-P0DMI8-F1-model_v4,P0DMI8
AF-A0A1P8NVS2-F1-model_v4,A0A1P8NVS2
AF-D2Y2D1-F1-model_v4,D2Y2D1
AF-P05484-F1-model_v4,P05484
AF-A0A125S9G0-F1-model_v4,A0A125S9G0
AF-P0DMZ2-F1-model_v4,P0DMZ2
AF-P00606-F1-model_v4,P00606
AF-P81479-F1-model_v4,P81479
AF-Q8I913-F1-model_v4,Q8I913
AF-P0C6E8-F1-model_v4,P0C6E8
AF-Q9BPG6-F1-model_v4,Q9BPG6
AF-C0JB07-F1-model_v4,C0JB07
AF-P0DUC0-F1-model_v4,P0DUC0
AF-P0C5K8-F1-model_v4,P0C5K8
AF-P0CY82-F1-model_v4,P0CY82
AF-Q564A5-F1-model_v4,Q564A5
AF-P83952-F1-model_v4,P83952
AF-C6JUP1-F1-model_v4,C6JUP1
AF-P86464-F1-model_v4,P86464
AF-I4CHP3-F1-model_v4,I4CHP3
AF-C0HL57-F1-model_v4,C0HL57
AF-Q6ITB0-F1-model_v4,Q6ITB0
AF-P0C638-F1-model_v4,P0C638
AF-B6DCS0-F1-model_v4,B6DCS0
AF-P01530-F1-model_v4,P01530
AF-P15967-F1-model_v4,P15967
AF-P58843-F1-model_v4,P58843
AF-B5L5P8-F1-model_v4,B5L5P8
AF-Q86QT3-F1-model_v4,Q86QT3
AF-Q7LZI5-F1-model_v4,Q7LZI5
AF-P0DN18-F1-model_v4,P0DN18
AF-B2ZG38-F1-model_v4,B2ZG38
AF-P0C7A7-F1-model_v4,P0C7A7
AF-D5KXG8-F1-model_v4,D5KXG8
AF-D2Y221-F1-model_v4,D2Y221
AF-P15815-F1-model_v4,P15815
AF-D2Y1Z6-F1-model_v4,D2Y1Z6
AF-P01442-F1-model_v4,P01442
AF-Q9TVU1-F1-model_v4,Q9TVU1
AF-Q86DU6-F1-model_v4,Q86DU6
AF-G0W2I0-F1-model_v4,G0W2I0
AF-P0DUS7-F1-model_v4,P0DUS7
AF-D8MIA0-F1-model_v4,D8MIA0
AF-D2Y2N7-F1-model_v4,D2Y2N7
AF-Q5K0D8-F1-model_v4,Q5K0D8
AF-Q75S48-F1-model_v4,Q75S48
AF-C0JAX0-F1-model_v4,C0JAX0
AF-D2Y287-F1-model_v4,D2Y287
AF-P86459-F1-model_v4,P86459
AF-Q4VDB5-F1-model_v4,Q4VDB5
AF-P0C7Q0-F1-model_v4,P0C7Q0
AF-B6DCY6-F1-model_v4,B6DCY6
AF-Q9U648-F1-model_v4,Q9U648
AF-P69769-F1-model_v4,P69769
AF-B6DD32-F1-model_v4,B6DD32
AF-A0A1L1QJU3-F1-model_v4,A0A1L1QJU3
AF-Q2YHJ7-F1-model_v4,Q2YHJ7
AF-B5G6H2-F1-model_v4,B5G6H2
AF-E3P6N5-F1-model_v4,E3P6N5
AF-P86193-F1-model_v4,P86193
AF-P0DJL0-F1-model_v4,P0DJL0
AF-Q3HXY0-F1-model_v4,Q3HXY0
AF-D8UWD3-F1-model_v4,D8UWD3
AF-B3EWX9-F1-model_v4,B3EWX9
AF-P0DQA3-F1-model_v4,P0DQA3
AF-C0HJB0-F1-model_v4,C0HJB0
AF-P81115-F1-model_v4,P81115
AF-P84397-F1-model_v4,P84397
AF-Q6B4T4-F1-model_v4,Q6B4T4
AF-P0CH12-F1-model_v4,P0CH12
AF-P09949-F1-model_v4,P09949
AF-Q9GU57-F1-model_v4,Q9GU57
AF-P56711-F1-model_v4,P56711
AF-P0C280-F1-model_v4,P0C280
AF-P68724-F1-model_v4,P68724
AF-P0DPV6-F1-model_v4,P0DPV6
AF-P0CH89-F1-model_v4,P0CH89
AF-A0A0B5A8P8-F1-model_v4,A0A0B5A8P8
AF-P83057-F1-model_v4,P83057
AF-P0CE34-F1-model_v4,P0CE34
AF-P69754-F1-model_v4,P69754
AF-E7CLP1-F1-model_v4,E7CLP1
AF-P0DJF6-F1-model_v4,P0DJF6
AF-P0CI60-F1-model_v4,P0CI60
AF-P01381-F1-model_v4,P01381
AF-Q76CA1-F1-model_v4,Q76CA1
AF-P0DQQ4-F1-model_v4,P0DQQ4
AF-P21789-F1-model_v4,P21789
AF-Q2VBN9-F1-model_v4,Q2VBN9
AF-P0C2D6-F1-model_v4,P0C2D6
AF-Q6T178-F1-model_v4,Q6T178
AF-Q9PRQ2-F1-model_v4,Q9PRQ2
AF-D2Y490-F1-model_v4,D2Y490
AF-P60258-F1-model_v4,P60258
AF-A0A1E1WVX2-F1-model_v4,A0A1E1WVX2
AF-B1NWU4-F1-model_v4,B1NWU4
AF-A0A3G3C7V6-F1-model_v4,A0A3G3C7V6
AF-F8J2G5-F1-model_v4,F8J2G5
AF-P0DKQ3-F1-model_v4,P0DKQ3
AF-Q3YEG9-F1-model_v4,Q3YEG9
AF-Q58L93-F1-model_v4,Q58L93
AF-A0A218QXT6-F1-model_v4,A0A218QXT6
AF-O18423-F1-model_v4,O18423
AF-A1IVR7-F1-model_v4,A1IVR7
AF-Q8JFE6-F1-model_v4,Q8JFE6
AF-C0HJH6-F1-model_v4,C0HJH6
AF-A0A6B7FEJ3-F1-model_v4,A0A6B7FEJ3
AF-P24780-F1-model_v4,P24780
AF-C0HJY8-F1-model_v4,C0HJY8
AF-P0C299-F1-model_v4,P0C299
AF-C0HK16-F1-model_v4,C0HK16
AF-B6ZIW0-F1-model_v4,B6ZIW0
AF-P30783-F1-model_v4,P30783
AF-P0CH90-F1-model_v4,P0CH90
AF-P0DSJ5-F1-model_v4,P0DSJ5
AF-P28375-F1-model_v4,P28375
AF-P83247-F1-model_v4,P83247
AF-A0A3G3C7T2-F1-model_v4,A0A3G3C7T2
AF-Q3SAF3-F1-model_v4,Q3SAF3
AF-F8J2E1-F1-model_v4,F8J2E1
AF-Q9PSM8-F1-model_v4,Q9PSM8
AF-P61231-F1-model_v4,P61231
AF-P0C202-F1-model_v4,P0C202
AF-P25682-F1-model_v4,P25682
AF-E2J6T4-F1-model_v4,E2J6T4
AF-P56708-F1-model_v4,P56708
AF-Q90Y44-F1-model_v4,Q90Y44
AF-A0A2I4QAG8-F1-model_v4,A0A2I4QAG8
AF-P0DJM9-F1-model_v4,P0DJM9
AF-Q07932-F1-model_v4,Q07932
AF-P0C1H2-F1-model_v4,P0C1H2
AF-Q3HXX9-F1-model_v4,Q3HXX9
AF-P0C2U8-F1-model_v4,P0C2U8
AF-P69770-F1-model_v4,P69770
AF-P0CI44-F1-model_v4,P0CI44
AF-P0C1R3-F1-model_v4,P0C1R3
AF-Q3C255-F1-model_v4,Q3C255
AF-Q70WS8-F1-model_v4,Q70WS8
AF-Q2PWA3-F1-model_v4,Q2PWA3
AF-Q0GY42-F1-model_v4,Q0GY42
AF-Q9PST4-F1-model_v4,Q9PST4
AF-P0DPT2-F1-model_v4,P0DPT2
AF-P0DSI8-F1-model_v4,P0DSI8
AF-P55928-F1-model_v4,P55928
AF-P45664-F1-model_v4,P45664
AF-Q9PSN5-F1-model_v4,Q9PSN5
AF-P0DJ84-F1-model_v4,P0DJ84
AF-Q3YEF0-F1-model_v4,Q3YEF0
AF-P0C1X5-F1-model_v4,P0C1X5
AF-P21790-F1-model_v4,P21790
AF-P0DJN4-F1-model_v4,P0DJN4
AF-P0DQC7-F1-model_v4,P0DQC7
AF-P0CJ02-F1-model_v4,P0CJ02
AF-C9X4K7-F1-model_v4,C9X4K7
AF-D2Y489-F1-model_v4,D2Y489
AF-B3EWS6-F1-model_v4,B3EWS6
AF-P01398-F1-model_v4,P01398
AF-P0C2L4-F1-model_v4,P0C2L4
AF-B6DD16-F1-model_v4,B6DD16
AF-P0DN01-F1-model_v4,P0DN01
AF-A0A059UEE4-F1-model_v4,A0A059UEE4
AF-Q7Z1K9-F1-model_v4,Q7Z1K9
AF-D2Y238-F1-model_v4,D2Y238
AF-Q9BP94-F1-model_v4,Q9BP94
AF-P84736-F1-model_v4,P84736
AF-P82849-F1-model_v4,P82849
AF-P0C8B1-F1-model_v4,P0C8B1
AF-P28879-F1-model_v4,P28879
AF-Q072L5-F1-model_v4,Q072L5
AF-C0JAZ4-F1-model_v4,C0JAZ4
AF-Q2XXQ6-F1-model_v4,Q2XXQ6
AF-Q7Z096-F1-model_v4,Q7Z096
AF-B5L5Q1-F1-model_v4,B5L5Q1
AF-P01529-F1-model_v4,P01529
AF-B6DCR9-F1-model_v4,B6DCR9
AF-Q71RQ9-F1-model_v4,Q71RQ9
AF-A7X409-F1-model_v4,A7X409
AF-D6C4L5-F1-model_v4,D6C4L5
AF-D2Y2L3-F1-model_v4,D2Y2L3
AF-D2Y2E8-F1-model_v4,D2Y2E8
AF-P01466-F1-model_v4,P01466
AF-C0JB85-F1-model_v4,C0JB85
AF-P58915-F1-model_v4,P58915
AF-B3FIU2-F1-model_v4,B3FIU2
AF-C0HLK5-F1-model_v4,C0HLK5
AF-A0A068B409-F1-model_v4,A0A068B409
AF-B1P1D9-F1-model_v4,B1P1D9
AF-A0A125S9F9-F1-model_v4,A0A125S9F9
AF-P0DL35-F1-model_v4,P0DL35
AF-Q90392-F1-model_v4,Q90392
AF-Q9BKB7-F1-model_v4,Q9BKB7
AF-P86532-F1-model_v4,P86532
AF-Q71QE8-F1-model_v4,Q71QE8
AF-B3A0P0-F1-model_v4,B3A0P0
AF-P0C933-F1-model_v4,P0C933
AF-P82420-F1-model_v4,P82420
AF-A1X8D0-F1-model_v4,A1X8D0
AF-P0C7P9-F1-model_v4,P0C7P9
AF-Q7LZK1-F1-model_v4,Q7LZK1
AF-A0SPI1-F1-model_v4,A0SPI1
AF-D2Y205-F1-model_v4,D2Y205
AF-W4VS99-F1-model_v4,W4VS99
AF-Q9U651-F1-model_v4,Q9U651
AF-Q5Y4X4-F1-model_v4,Q5Y4X4
AF-B6DCK5-F1-model_v4,B6DCK5
AF-C0JAY9-F1-model_v4,C0JAY9
AF-Q86QV7-F1-model_v4,Q86QV7
AF-O93523-F1-model_v4,O93523
AF-E4VP50-F1-model_v4,E4VP50
AF-P0C8R6-F1-model_v4,P0C8R6
AF-B6DCQ4-F1-model_v4,B6DCQ4
AF-P81946-F1-model_v4,P81946
AF-Q71RR4-F1-model_v4,Q71RR4
AF-C0HLA3-F1-model_v4,C0HLA3
AF-Q75S51-F1-model_v4,Q75S51
AF-P0DMB7-F1-model_v4,P0DMB7
AF-D1MEJ3-F1-model_v4,D1MEJ3
AF-C0JB23-F1-model_v4,C0JB23
AF-Q9BPE2-F1-model_v4,Q9BPE2
AF-P0DUA4-F1-model_v4,P0DUA4
AF-P58928-F1-model_v4,P58928
AF-D2Y2F5-F1-model_v4,D2Y2F5
AF-B1P1G4-F1-model_v4,B1P1G4
AF-P0CV89-F1-model_v4,P0CV89
AF-Q9YGG9-F1-model_v4,Q9YGG9
AF-G0W2H9-F1-model_v4,G0W2H9
AF-P00622-F1-model_v4,P00622
AF-P0DMX6-F1-model_v4,P0DMX6
AF-P0DL08-F1-model_v4,P0DL08
AF-A0A125S9E4-F1-model_v4,A0A125S9E4
AF-Q26350-F1-model_v4,Q26350
AF-Q90WI8-F1-model_v4,Q90WI8
AF-C0HKC1-F1-model_v4,C0HKC1
AF-P86156-F1-model_v4,P86156
AF-P01379-F1-model_v4,P01379
AF-A0A6B9L6A5-F1-model_v4,A0A6B9L6A5
AF-P0CI98-F1-model_v4,P0CI98
AF-P11061-F1-model_v4,P11061
AF-P0DPZ3-F1-model_v4,P0DPZ3
AF-Q5YD75-F1-model_v4,Q5YD75
AF-P0C245-F1-model_v4,P0C245
AF-C0HJT4-F1-model_v4,C0HJT4
AF-Q5W959-F1-model_v4,Q5W959
AF-Q3YEH1-F1-model_v4,Q3YEH1
AF-Q8WRY4-F1-model_v4,Q8WRY4
AF-P0DJ65-F1-model_v4,P0DJ65
AF-P86362-F1-model_v4,P86362
AF-P49270-F1-model_v4,P49270
AF-Q4PN35-F1-model_v4,Q4PN35
AF-Q9GV72-F1-model_v4,Q9GV72
AF-P0DI85-F1-model_v4,P0DI85
AF-P08815-F1-model_v4,P08815
AF-P0DKM1-F1-model_v4,P0DKM1
AF-B3EWW1-F1-model_v4,B3EWW1
AF-P0C1F3-F1-model_v4,P0C1F3
AF-Q9XZK7-F1-model_v4,Q9XZK7
AF-B6DD51-F1-model_v4,B6DD51
AF-P0DJC8-F1-model_v4,P0DJC8
AF-Q805F7-F1-model_v4,Q805F7
AF-Q8T0W5-F1-model_v4,Q8T0W5
AF-P0CJ45-F1-model_v4,P0CJ45
AF-P0DQG0-F1-model_v4,P0DQG0
AF-Q8AY53-F1-model_v4,Q8AY53
AF-P81176-F1-model_v4,P81176
AF-C0HJD3-F1-model_v4,C0HJD3
AF-P0CH71-F1-model_v4,P0CH71
AF-P25518-F1-model_v4,P25518
AF-P84014-F1-model_v4,P84014
AF-C0HJW9-F1-model_v4,C0HJW9
AF-A0A0B5A7N5-F1-model_v4,A0A0B5A7N5
AF-A7X3W1-F1-model_v4,A7X3W1
AF-P56409-F1-model_v4,P56409
AF-A0A6G9KHD1-F1-model_v4,A0A6G9KHD1
AF-P01421-F1-model_v4,P01421
AF-A0A2P1BST7-F1-model_v4,A0A2P1BST7
AF-P34128-F1-model_v4,P34128
AF-Q9IAT9-F1-model_v4,Q9IAT9
AF-P0DL72-F1-model_v4,P0DL72
AF-P20250-F1-model_v4,P20250
AF-D2CFI7-F1-model_v4,D2CFI7
AF-Q91137-F1-model_v4,Q91137
AF-D2Y2H4-F1-model_v4,D2Y2H4
AF-B1P1I5-F1-model_v4,B1P1I5
AF-P59850-F1-model_v4,P59850
AF-C0HLF9-F1-model_v4,C0HLF9
AF-Q9PUH8-F1-model_v4,Q9PUH8
AF-Q9YGI8-F1-model_v4,Q9YGI8
AF-P82895-F1-model_v4,P82895
AF-Q5Y4V5-F1-model_v4,Q5Y4V5
AF-M1JBC0-F1-model_v4,M1JBC0
AF-P0C666-F1-model_v4,P0C666
AF-P83558-F1-model_v4,P83558
AF-P0DN46-F1-model_v4,P0DN46
AF-Q6PN85-F1-model_v4,Q6PN85
AF-P83997-F1-model_v4,P83997
AF-C0JAW8-F1-model_v4,C0JAW8
AF-Q1A3R1-F1-model_v4,Q1A3R1
AF-C8YJ94-F1-model_v4,C8YJ94
AF-A0A1P8NVU1-F1-model_v4,A0A1P8NVU1
AF-D2Y2B2-F1-model_v4,D2Y2B2
AF-D2Y2Q8-F1-model_v4,D2Y2Q8
AF-Q9Y1U9-F1-model_v4,Q9Y1U9
AF-P84698-F1-model_v4,P84698
AF-A0A2I6EDM9-F1-model_v4,A0A2I6EDM9
AF-D2Y2K9-F1-model_v4,D2Y2K9
AF-P60991-F1-model_v4,P60991
AF-D9U2B1-F1-model_v4,D9U2B1
AF-Q9BPA5-F1-model_v4,Q9BPA5
AF-P01487-F1-model_v4,P01487
AF-Q9YGJ5-F1-model_v4,Q9YGJ5
AF-P81761-F1-model_v4,P81761
AF-A0A6G9KJM3-F1-model_v4,A0A6G9KJM3
AF-Q9BP75-F1-model_v4,Q9BP75
AF-P86407-F1-model_v4,P86407
AF-P17934-F1-model_v4,P17934
AF-Q5Y4U8-F1-model_v4,Q5Y4U8
AF-D5KXH0-F1-model_v4,D5KXH0
AF-Q9DG39-F1-model_v4,Q9DG39
AF-B6DCU3-F1-model_v4,B6DCU3
AF-U3EPL2-F1-model_v4,U3EPL2
AF-P0C8V1-F1-model_v4,P0C8V1
AF-Q6PTD4-F1-model_v4,Q6PTD4
AF-P0CAQ3-F1-model_v4,P0CAQ3
AF-C0JAT5-F1-model_v4,C0JAT5
AF-D2Y242-F1-model_v4,D2Y242
AF-Q66S08-F1-model_v4,Q66S08
AF-P0C613-F1-model_v4,P0C613
AF-D2Y171-F1-model_v4,D2Y171
AF-Q86QV8-F1-model_v4,Q86QV8
AF-Q2XXR4-F1-model_v4,Q2XXR4
AF-D2Y291-F1-model_v4,D2Y291
AF-W4VRX3-F1-model_v4,W4VRX3
AF-P84704-F1-model_v4,P84704
AF-Q9N669-F1-model_v4,Q9N669
AF-P0C7P6-F1-model_v4,P0C7P6
AF-B6DCX0-F1-model_v4,B6DCX0
AF-P86500-F1-model_v4,P86500
AF-V9Z7R6-F1-model_v4,V9Z7R6
AF-P0DL07-F1-model_v4,P0DL07
AF-P0DMX9-F1-model_v4,P0DMX9
AF-P58927-F1-model_v4,P58927
AF-P01454-F1-model_v4,P01454
AF-V9Z548-F1-model_v4,V9Z548
AF-P58608-F1-model_v4,P58608
AF-P0C5I3-F1-model_v4,P0C5I3
AF-P0DMB8-F1-model_v4,P0DMB8
AF-C0HLR6-F1-model_v4,C0HLR6
AF-P0DMQ2-F1-model_v4,P0DMQ2
AF-P0DUR1-F1-model_v4,P0DUR1
AF-B6DCR6-F1-model_v4,B6DCR6
AF-Q86QU5-F1-model_v4,Q86QU5
AF-Q7Z099-F1-model_v4,Q7Z099
AF-P01526-F1-model_v4,P01526
AF-P15971-F1-model_v4,P15971
AF-Q2XXQ9-F1-model_v4,Q2XXQ9
AF-Q90249-F1-model_v4,Q90249
AF-P0C555-F1-model_v4,P0C555
AF-Q5WQZ9-F1-model_v4,Q5WQZ9
AF-D2Y237-F1-model_v4,D2Y237
AF-C0JAS0-F1-model_v4,C0JAS0
AF-Q7Z1K6-F1-model_v4,Q7Z1K6
AF-P0C901-F1-model_v4,P0C901
AF-A0A125S9F6-F1-model_v4,A0A125S9F6
AF-P00610-F1-model_v4,P00610
AF-P14613-F1-model_v4,P14613
AF-B1P1D6-F1-model_v4,B1P1D6
AF-A0A1P8NVR4-F1-model_v4,A0A1P8NVR4
